Ticker,Avg_Daily_Return,Beta,Annual_Volatility,Cluster_Agglom,Label_Agglom,Cluster_KMeans,Label_KMeans
WEC,0.00018687920515509965,0.1899112273815508,0.17838209563842405,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WELL,0.0013752679016826965,0.5658118254150565,0.20254650648489742,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WFC,0.0018021422477192373,0.9114173773563115,0.2704702824613064,0,Aggressive Growth,0,Aggressive Growth
WM,0.0005653478588338762,0.3004264604871731,0.1706900772851195,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WMB,0.0017616431557336912,0.5686547340202456,0.18974334902969472,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WMT,0.0015164779000148014,0.32848569898897656,0.17133002980803216,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WRB,0.00118654341686458,0.32578714838250666,0.2062055627464881,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WSM,0.0032901834150029434,1.3702835394380726,0.46743502844856694,0,Aggressive Growth,0,Aggressive Growth
WST,-4.8213747881911925e-05,0.8649951125693985,0.3387582518797761,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WTW,0.0009367860546531651,0.31955309045880675,0.20033918289625743,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WY,0.0001396398642104801,0.7109527290505143,0.22166266707644128,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WYNN,-0.00033188759744977265,0.983118401093318,0.31180795118625937,1,Defensive / Low-Risk,1,Defensive / Low-Risk
XEL,0.0001610148487790084,0.13620117224038367,0.20618512714806772,1,Defensive / Low-Risk,1,Defensive / Low-Risk
XOM,0.0002603197337822859,0.23304532328913918,0.2052109655396841,1,Defensive / Low-Risk,1,Defensive / Low-Risk
XYL,0.0003475221320391154,0.9848414893046377,0.21080108684156862,1,Defensive / Low-Risk,1,Defensive / Low-Risk
XYZ,0.0012600237991138483,2.049447566356151,0.4734010987095801,0,Aggressive Growth,0,Aggressive Growth
YUM,9.413208975344346e-05,0.5379916963350726,0.1612402426045971,1,Defensive / Low-Risk,1,Defensive / Low-Risk
ZBH,-0.0004899955172005002,0.5793516893007784,0.21535458130158283,1,Defensive / Low-Risk,1,Defensive / Low-Risk
ZBRA,0.0011533128838796393,1.4166683123985346,0.3532210558448127,0,Aggressive Growth,0,Aggressive Growth
ZTS,-5.817967018198115e-05,0.8000055795007558,0.2519794960388059,1,Defensive / Low-Risk,1,Defensive / Low-Risk
